City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
451,Laguna,US,91.09,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
452,Nanyang,CN,77.72,few clouds,32.9947,112.5328,Wolong Memory Hotel
453,Mehamn,NO,60.75,light rain,71.0357,27.8492,Mehamn Arctic Hotel AS
454,Huaihua,CN,76.55,broken clouds,27.5494,109.9592,怀化天庆大酒店
456,Fare,PF,76.46,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
457,Nizhniy Ingash,RU,58.75,overcast clouds,56.2,96.53,Gostinitsa Bayazet
458,Dunmore Town,BS,82.69,scattered clouds,25.5,-76.65,Coral Sands Hotel
459,Nemuro,JP,56.68,clear sky,43.3236,145.575,Hotel Nemuro Kaiyoutei
460,Stromness,GB,57.16,scattered clouds,58.965,-3.296,The Old Smokery
461,Melito Di Porto Salvo,IT,86.54,clear sky,37.9222,15.7714,B&B Nereidi
462,Pitimbu,BR,79.39,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
463,Nizwa,OM,89.98,overcast clouds,22.9333,57.5333,Orient Apartments
465,Nishihara,JP,83.48,scattered clouds,26.1842,127.7558,Minshuku Agaihama
466,Flinders,AU,59.38,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
467,Aswan,EG,97.5,clear sky,24.0934,32.907,Nuba Nile
468,Miandrivazo,MG,72.77,clear sky,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
469,Verkhnyaya Maksakovka,RU,73.42,few clouds,61.635,50.9674,Baza Otdyha Maybyr
470,Cafelandia,BR,87.69,broken clouds,-21.8025,-49.61,Motel
471,Mogocha,RU,61.38,scattered clouds,53.7333,119.7667,Yalta Inn
472,Samarai,PG,79.41,clear sky,-10.6167,150.6667,Nuli Sapi
473,Havoysund,NO,57.43,light rain,70.9963,24.6622,Arctic View Glamping & Restaurant
474,Yibin,CN,78.66,broken clouds,28.7667,104.6238,Handsome Guesthouse
475,Quang Ngai,VN,76.32,broken clouds,15.1167,108.8,Central Hotel
476,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
477,Susehri,TR,59.61,overcast clouds,40.1644,38.0867,Su Vadi Hotel
478,Aberdeen,GB,63.66,overcast clouds,57.1437,-2.0981,Premier Inn Aberdeen City Centre hotel
479,Delta,NG,78.49,overcast clouds,5.5,6.0,Prestige Hotel
480,Tezu,IN,77.09,moderate rain,27.9167,96.1667,Circuit House
481,Ruma,RS,95.59,broken clouds,45.0081,19.8222,"""Park"""
482,Bichena,ET,55.62,light rain,10.45,38.2,Dagm Tesfa Hotel ዳግም ተስፋ ሆቴል
483,Bijar,IR,80.78,clear sky,35.8668,47.6051,رنگ فروشي جواهري
484,Icara,BR,82.13,scattered clouds,-28.7133,-49.3,Kolinatur Agencia de Viagens
485,Salta,AR,75.58,overcast clouds,-24.7859,-65.4117,Hotel Alejandro I
486,Sarankhola,BD,80.85,overcast clouds,22.3082,89.7897,Red Crescent Cyclone Shelter Rashulpur
488,Bontang,ID,80.6,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
489,Arrifes,PT,71.85,broken clouds,37.7667,-25.7,Hotel Ponta Delgada
490,Mount Isa,AU,49.53,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
491,Powell River,CA,69.03,few clouds,49.8496,-124.5361,Rodmay Hotel
492,Alugan,PH,81.43,clear sky,12.2188,125.4808,JM Lodge
493,Telde,ES,81.05,few clouds,27.9924,-15.4192,Hotel Rural Cortijo San Ignacio Golf
494,Mecca,SA,92.46,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
495,Maun,BW,62.15,broken clouds,-19.9833,23.4167,Enviro Villa
496,Leiyang,CN,81.1,broken clouds,26.4024,112.8591,Dongyang Hotel
497,Tevaitoa,PF,76.53,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
498,Lorengau,PG,80.28,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
499,Chester,US,93.15,clear sky,40.1254,-75.8749,"Holiday Inn Morgantown - Reading Area, an IHG Hotel"
500,Aksu,CN,83.7,clear sky,41.1231,80.2644,Pudong Holiday Hotel
503,Pestretsy,RU,68.14,broken clouds,55.7531,49.6545,Motel' Mosha
504,Anori,BR,93.76,scattered clouds,-3.7728,-61.6442,Novo Hotel 5 Irmãos
506,Khani,GE,58.57,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
507,Axim,GH,77.59,scattered clouds,4.8699,-2.2405,Axim Beach Resort And Spa
511,Tabuk,PH,76.41,broken clouds,17.4189,121.4443,Golden Berries Hotel and Convention
514,Roald,NO,59.16,scattered clouds,62.5833,6.1333,Flem Cabins
515,Muli,MV,80.65,moderate rain,2.9167,73.5667,Medhufushi Island Resort
516,Fort Nelson,CA,58.59,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
517,Harper,LR,77.5,broken clouds,4.375,-7.7169,Screensaver
518,Teguise,ES,79.02,clear sky,29.0605,-13.564,B&B La Casona de Nazaret
519,Igrim,RU,62.65,broken clouds,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
520,Sao Joao Do Paraiso,BR,81.97,clear sky,-15.3136,-42.0144,Avenida Palace Hotel
521,Jerome,US,85.48,clear sky,42.7241,-114.5186,Best Western Sawtooth Inn & Suites
522,Sterlibashevo,RU,62.6,overcast clouds,53.4376,55.2578,"Okhotnich'ye Khozyaystvo ""Bober"""
523,Kyabram,AU,42.87,clear sky,-36.3167,145.05,Kyabram Motor Inn
525,Rawson,AR,48.74,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
526,Carahue,CL,51.49,light rain,-38.7,-73.1667,Hospedaje Familiar
527,Solnechnyy,RU,59.04,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
528,Sao Bernardo,BR,91.22,scattered clouds,-3.3614,-42.4178,Hotel Prado
529,Moville,US,89.24,clear sky,42.4889,-96.0725,EastSide Acres Mobile Home Park
530,Maragogi,BR,77.81,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
531,Bedesa,ET,64.13,light rain,8.9,40.7833,Huzefa Adam
532,Mahad,IN,77.65,overcast clouds,18.0833,73.4167,Hotel Saitej
533,Noyabrsk,RU,50.77,overcast clouds,63.1994,75.4507,Hotel Uyutnaya
534,Buenos Aires,AR,67.68,overcast clouds,-34.6132,-58.3772,Hotel NH Buenos Aires City
535,Majene,ID,77.45,broken clouds,-3.5403,118.9707,Kost Putri RABBANI
536,Eldorado,BR,84.09,scattered clouds,-23.7869,-54.2836,Villa Verde Hotel
537,Singkang,MY,77.61,broken clouds,2.1006,102.7994,Kampung Seri Makmor Pagoh
538,Mpika,ZM,59.83,scattered clouds,-11.8343,31.4529,Melodies Lodge
539,Khuzhir,RU,54.72,overcast clouds,53.1939,107.3397,Отель на озере Байкал Baikal View
540,Mitsamiouli,KM,76.17,clear sky,-11.3847,43.2844,Foyer ADM
541,Chapada Dos Guimaraes,BR,85.66,clear sky,-15.4606,-55.7497,Pousada Morro Dos Ventos
543,Gizo,SB,81.46,light rain,-8.103,156.8419,Imagination Island
545,Port Moresby,PG,75.94,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
547,Xingtai,CN,77.45,few clouds,37.0631,114.4942,Xingzhou Hotel
548,Starkville,US,91.27,broken clouds,33.4504,-88.8184,Hilton Garden Inn Starkville
549,Paraiso,CR,74.88,overcast clouds,9.8383,-83.8656,Hotel Rinconcito Verde
550,Rio Grande,BR,69.91,light rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
551,Sechura,PE,70.75,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
552,Seydi,TM,98.44,clear sky,39.4816,62.9137,Seydi oteli
553,Turgoyak,RU,55.83,clear sky,55.15,60.1183,Rayder
554,Bundaberg,AU,62.89,light rain,-24.85,152.35,Takalvan Motel
555,Hecun,CN,77.4,few clouds,36.5333,114.1111,Yijia Hotel
556,Muros,ES,81.68,clear sky,42.7762,-9.0603,Apartment Av. Castelao
558,Kitui,KE,66.52,broken clouds,-1.367,38.0106,Heritage Bliss Hotel
559,Ketchikan,US,55.87,overcast clouds,55.3422,-131.6461,Snow's Cove Lodge
560,Corinto,GR,91.42,clear sky,37.9407,22.9573,Ephira Hotel
561,Mirador,BR,95.2,clear sky,-6.3708,-44.3631,Pousada Restaurante e Pizzaria Povo
562,Tursunzoda,TJ,91.8,clear sky,38.5144,68.2333,Osoishgokhi Tabobati
563,Cartagena,CO,85.62,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
564,Indianola,US,90.91,clear sky,41.3581,-93.5574,Quality Inn Indianola
565,Watertown,US,95.92,scattered clouds,42.3709,-71.1828,16 Washburn Street Watertown MA
566,Coahuayana,MX,91.45,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
567,Raudeberg,NO,54.95,broken clouds,61.9875,5.1352,Nordre Silda.
569,Vao,NC,73.29,few clouds,-22.6667,167.4833,Hotel Kou-Bugny
570,Margate,GB,68.11,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
571,Almora,IN,66.58,overcast clouds,29.6167,79.6667,New Dolma
572,Te Anau,NZ,33.39,scattered clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
573,Waipawa,NZ,44.94,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
574,Pangai,TO,76.41,clear sky,-19.8,-174.35,Ha'apai Beach Resort
575,Banyo,CM,69.55,moderate rain,6.75,11.8167,Motel JOMBA
576,Huarmey,PE,66.78,broken clouds,-10.0681,-78.1522,Hotel Miramar
577,Westport,US,94.41,clear sky,41.1415,-73.3579,The Westport Inn
579,Haines Junction,CA,49.01,overcast clouds,60.7522,-137.5108,Parkside Inn
580,Hemnesberget,NO,57.92,overcast clouds,66.2333,13.6333,Hemnesberget molo
581,Myrtle Grove,US,93.36,light rain,30.421,-87.3075,"Holiday Inn Express & Suites Pensacola West-Navy Base, an IHG Hotel"
583,Sioux Falls,US,82.26,clear sky,43.55,-96.7003,"Holiday Inn Sioux Falls-City Centre, an IHG Hotel"
584,Bitung,ID,76.05,broken clouds,1.4451,125.1824,K2 Lembeh
585,Exeter,GB,73.47,few clouds,50.7236,-3.5275,Premier Inn Exeter (Countess Wear) hotel
586,Zhigansk,RU,56.34,light rain,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
587,Tecolutla,MX,91.26,clear sky,20.4833,-97.0167,Hotel Plaza Marsol
588,Hambantota,LK,79.54,overcast clouds,6.1241,81.1185,Bungalow 63
589,San Jeronimo,PE,61.72,clear sky,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
590,Parvatipuram,IN,81.73,overcast clouds,18.7833,83.4333,Laxman Lodge
591,Ulladulla,AU,53.6,overcast clouds,-35.35,150.4667,Sandpiper Motel
592,Dali,CN,63.91,overcast clouds,25.7,100.1833,Dali Travelling With Hostel
593,Winburg,ZA,56.26,broken clouds,-28.518,27.0093,Hotel Winburg
594,Dudinka,RU,52.63,scattered clouds,69.4058,86.1778,Hotel Viktoria
595,Mastic Beach,US,92.7,few clouds,40.7668,-72.8521,Brushwood House by Smith Point Beach
596,Homer,US,53.76,overcast clouds,59.6425,-151.5483,Beluga Lake Lodge
597,Duminichi,RU,61.09,scattered clouds,53.9345,35.1099,"Gostinitsa Ooo ""Td ""Khot'kovo"""
598,Lata,PT,85.5,clear sky,40.1629,-8.3327,Casa Maquia
599,Shelburne,CA,74.19,broken clouds,44.0787,-80.2041,The Retreat at the Farm
600,Karaj,IR,93.72,clear sky,35.8355,51.0103,MarMar Hotel
601,Rocha,UY,59.0,broken clouds,-34.4833,-54.3333,Hotel Arrarte
602,Japura,ID,74.01,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
603,Santiago,CL,71.55,clear sky,-33.4569,-70.6483,Hotel Panamericano
604,Wuwei,CN,56.32,scattered clouds,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
605,Matay,EG,93.43,clear sky,28.419,30.7792,Nag Aespen
606,Sangre Grande,TT,84.18,broken clouds,10.5835,-61.1177,Lotus drive
607,Santa Maria,BR,77.79,overcast clouds,-29.6842,-53.8069,Hotel Morotin
608,Coruripe,BR,79.12,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
609,Pochutla,MX,91.81,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
610,Ashqelon,IL,83.82,clear sky,31.6693,34.5715,Leonardo Ashkelon
612,San Andres,CO,86.02,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
613,Sinnamary,GF,83.05,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
614,Wajima,JP,73.56,light rain,37.4,136.9,Wajiima Onsen Yashio
615,Juegang,CN,80.91,few clouds,32.3174,121.1855,Rudong Y Hotel
616,Kirillov,RU,66.22,overcast clouds,59.863,38.3813,Rus Hotel
618,Verkhnevilyuysk,RU,54.64,overcast clouds,63.4453,120.3167,Gostinitsa Mila
619,Arkhangelsk,RU,66.31,clear sky,64.5401,40.5433,DVINA HOTEL
620,Mandalgovi,MN,59.31,overcast clouds,45.7625,106.2708,В.Ганбат
621,Lianyuan,CN,80.78,overcast clouds,27.6883,111.6642,Lianyuan Hotel
622,Altamont,US,79.77,clear sky,42.2068,-121.7372,Microtel Inn & Suites by Wyndham Klamath Falls
623,San Quintin,MX,73.81,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
625,Byron Bay,AU,58.96,light rain,-28.65,153.6167,Backpackers Inn
627,Gwadar,PK,83.16,overcast clouds,25.1216,62.3254,Sadaf Resort
628,Ambon,ID,77.23,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
629,Basar,IN,72.16,heavy intensity rain,27.9833,94.6667,Dolma Group of Hotels
630,Do Gonbadan,IR,93.29,clear sky,30.3586,50.7981,مسافرخانه شادی
631,Kajaani,FI,77.05,clear sky,64.2273,27.7285,Original Sokos Hotel Valjus
632,Bedford,GB,73.35,few clouds,52.1346,-0.4663,Premier Inn Bedford (Priory Marina) hotel
633,Laohekou,CN,78.12,overcast clouds,32.3858,111.6678,Laohekou Hotel
634,Zhanaozen,KZ,96.58,scattered clouds,43.3,52.8,K.korabay 28A
635,Mersing,MY,75.11,scattered clouds,2.4312,103.8405,Timotel Hotel
636,Ust-Nera,RU,52.09,scattered clouds,64.5667,143.2,Hotel Ust-Nera
637,Kanye,BW,58.48,overcast clouds,-24.9667,25.3327,The Savanna Lodge
638,Huinan,CN,64.63,overcast clouds,42.6225,126.2614,Jinxi Fashion Hotel
639,Ocampo,MX,76.87,clear sky,21.65,-101.5,Hotel Estancia del Vaquero
640,Pundaguitan,PH,81.43,moderate rain,6.3711,126.1689,Leonardo Family Beach House 1
641,Sabanalarga,CO,85.08,overcast clouds,10.6296,-74.9206,Hotel Miraflores
642,Skjervoy,NO,53.6,overcast clouds,70.0311,20.9714,Skjervøy fiskecamp AS
643,Vista Alegre,PA,82.18,drizzle,8.9333,-79.7,Casa De Vecina
645,Nanga Eboko,CM,72.09,light rain,4.6833,12.3667,Motel Papi Palace
646,Abnub,EG,93.27,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
647,Punta,PH,77.11,overcast clouds,8.9897,125.34,Vyjannex boarding house
648,Khartoum,SD,95.02,overcast clouds,15.5518,32.5324,Hotel China
649,Ewa Beach,US,76.08,light rain,21.3156,-158.0072,Base Lodging
650,Kishi,NG,78.49,light rain,9.0833,3.85,New NCCF KISI
651,Sorland,NO,53.46,light rain,67.667,12.6934,Sjybrygga fiskecamp
654,Ucluelet,CA,57.51,broken clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
655,Kibala,TD,80.06,broken clouds,9.1104,18.3463,Prasant Hotels
656,El Alto,PE,67.66,broken clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
657,Olga,RU,63.07,overcast clouds,43.7444,135.2892,Gostinitsa Rosmorport.
658,Rockingham,US,95.95,broken clouds,42.9668,-71.0995,Iron Wheel Mobile Home Park
659,Assentoft,DK,76.82,overcast clouds,56.4421,10.1517,Græsrodsgården
660,Along,IN,74.93,moderate rain,28.1667,94.7667,Hotel West
661,Farafangana,MG,67.98,clear sky,-22.8167,47.8333,Miarina
662,Puerto Colombia,CO,86.09,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
663,Naryan-Mar,RU,49.95,clear sky,67.6713,53.087,Hostel Agat
665,Terney,RU,61.54,overcast clouds,45.0503,136.6092,"Hotel ""Ternay"""
666,Port Lincoln,AU,54.79,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
669,Copiapo,CL,53.29,broken clouds,-27.3667,-70.3333,Antay Casino Hotel
670,Tecoanapa,MX,86.49,broken clouds,16.5167,-98.75,Hotel Manglares
671,Jining,CN,75.61,clear sky,35.405,116.5814,Yunhe Star Hotel
672,Nouakchott,MR,82.33,broken clouds,18.0858,-15.9785,HOTEL IMAN
673,Olinda,BR,74.93,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
674,Camargo,MX,91.09,clear sky,27.6667,-105.1667,Hotel Santa Fe
676,Porto Empedocle,IT,88.3,clear sky,37.2934,13.5264,Hotel dei Pini
677,Sistranda,NO,55.36,scattered clouds,63.7256,8.834,Hotell Frøya
678,Kirakira,SB,79.09,scattered clouds,-10.4544,161.9205,SanBiz Lodge
679,Sao Gabriel Da Cachoeira,BR,87.6,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
680,Alta Floresta,BR,96.62,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
682,Yatou,CN,69.67,clear sky,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
683,Muyezerskiy,RU,76.46,scattered clouds,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
684,Dakar,SN,88.68,scattered clouds,14.6937,-17.4441,Novotel Dakar
